data_name,mask_id,mask,pos_mask_ids
HG_BraTS20_Training_002,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_007,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_014,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_017,6,"[True, False, True, False]","[2, 3, 6]"
HG_BraTS20_Training_024,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_033,3,"[True, False, False, False]",[3]
HG_BraTS20_Training_034,10,"[True, True, True, False]","[1, 2, 3, 5, 6, 9, 10]"
HG_BraTS20_Training_036,7,"[False, False, True, True]","[0, 2, 7]"
HG_BraTS20_Training_040,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_041,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_046,11,"[True, False, True, True]","[0, 2, 3, 6, 7, 8, 11]"
HG_BraTS20_Training_049,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_051,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_052,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_053,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_057,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_059,9,"[True, True, False, False]","[1, 3, 9]"
HG_BraTS20_Training_061,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_069,13,"[False, True, True, True]","[0, 1, 2, 4, 5, 7, 13]"
HG_BraTS20_Training_084,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_093,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_102,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_103,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_106,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_115,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_117,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_120,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_131,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_133,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_143,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_152,14,"[True, True, True, True]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
HG_BraTS20_Training_153,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_164,2,"[False, False, True, False]",[2]
HG_BraTS20_Training_165,4,"[False, True, False, True]","[0, 1, 4]"
HG_BraTS20_Training_172,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_173,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_181,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_198,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_200,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_205,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_227,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_234,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_236,5,"[False, True, True, False]","[1, 2, 5]"
HG_BraTS20_Training_244,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_250,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_256,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_259,1,"[False, True, False, False]",[1]
HG_BraTS20_Training_340,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_342,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_345,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_349,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_358,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_359,8,"[True, False, False, True]","[0, 3, 8]"
HG_BraTS20_Training_369,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_261,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_263,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_267,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_274,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_281,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_298,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_306,12,"[True, True, False, True]","[0, 1, 3, 4, 8, 9, 12]"
LG_BraTS20_Training_309,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_321,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_322,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_326,0,"[False, False, False, True]",[0]
